year,state,county_name,county_fips,party,candidatevotes,totalvotes
2008,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,95390,197349
2000,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,95249,204319
2016,CALIFORNIA,PLACER,6061,REPUBLICAN,95138,182839
2016,ALABAMA,MOBILE,1097,REPUBLICAN,95116,172737
2012,ALABAMA,MOBILE,1097,REPUBLICAN,94893,174864
2016,NEVADA,WASHOE,32031,REPUBLICAN,94758,209909
2016,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,94698,274662
2008,CALIFORNIA,PLACER,6061,REPUBLICAN,94647,173107
2004,IDAHO,ADA,16001,REPUBLICAN,94641,155002
2004,MISSOURI,JACKSON,29095,REPUBLICAN,94439,174570
2004,ILLINOIS,KANE,17089,REPUBLICAN,94359,171715
2012,OREGON,WASHINGTON,41067,REPUBLICAN,93974,237023
2020,TEXAS,GALVESTON,48167,REPUBLICAN,93911,155060
2012,MASSACHUSETTS,BRISTOL,25005,REPUBLICAN,93752,241509
2016,IDAHO,ADA,16001,REPUBLICAN,93752,195669
2000,KANSAS,SEDGWICK,20173,REPUBLICAN,93724,163417
2004,TEXAS,FORT BEND,48157,REPUBLICAN,93625,163169
2004,FLORIDA,ESCAMBIA,12033,REPUBLICAN,93566,143278
2000,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,93545,258849
2016,IOWA,POLK,19153,REPUBLICAN,93492,231555
2012,MINNESOTA,ANOKA,27003,REPUBLICAN,93430,186465
2016,MINNESOTA,ANOKA,27003,REPUBLICAN,93339,185758
2008,IDAHO,ADA,16001,REPUBLICAN,93328,179402
2012,MISSOURI,JACKSON,29095,REPUBLICAN,93199,174764
2004,DELAWARE,NEW CASTLE,10003,REPUBLICAN,93070,241444
2012,FLORIDA,MARION,12083,REPUBLICAN,93043,161385
2012,WASHINGTON,CLARK,53011,REPUBLICAN,92951,190805
2008,MISSOURI,JACKSON,29095,REPUBLICAN,92833,186047
2000,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,92714,140293
2016,MARYLAND,MONTGOMERY,24031,REPUBLICAN,92704,478873
2016,WASHINGTON,CLARK,53011,REPUBLICAN,92441,200160
2012,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,92292,198171
2004,OHIO,STARK,39151,REPUBLICAN,92211,188456
2020,TENNESSEE,HAMILTON,47065,REPUBLICAN,92108,171113
2020,INDIANA,ALLEN,18003,REPUBLICAN,92083,169082
2004,MICHIGAN,OTTAWA,26139,REPUBLICAN,92048,128643
2004,ALABAMA,MOBILE,1097,REPUBLICAN,92014,156771
2020,NEW JERSEY,PASSAIC,34031,REPUBLICAN,92009,223707
2004,MINNESOTA,ANOKA,27003,REPUBLICAN,91853,174066
2020,INDIANA,LAKE,18089,REPUBLICAN,91760,219956
2008,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,91607,209349
2016,MISSOURI,JACKSON,29095,REPUBLICAN,91557,173275
2020,COLORADO,LARIMER,8069,REPUBLICAN,91489,224338
2008,FLORIDA,ESCAMBIA,12033,REPUBLICAN,91411,154447
2008,MINNESOTA,ANOKA,27003,REPUBLICAN,91357,182224
2012,VIRGINIA,CHESTERFIELD,51041,REPUBLICAN,90934,170988
2016,LOUISIANA,ST. TAMMANY,22103,REPUBLICAN,90915,124392
2012,ALABAMA,MADISON,1089,REPUBLICAN,90884,155059
2016,RHODE ISLAND,PROVIDENCE,44007,REPUBLICAN,90882,248474
2012,INDIANA,HAMILTON,18057,REPUBLICAN,90747,136863
2020,NEW YORK,ONONDAGA,36067,REPUBLICAN,90619,235686
2008,MASSACHUSETTS,BRISTOL,25005,REPUBLICAN,90597,243120
2020,TEXAS,HIDALGO,48215,REPUBLICAN,90527,220884
2020,GEORGIA,GWINNETT,13135,REPUBLICAN,90472,413865
2016,NEW HAMPSHIRE,ROCKINGHAM,33015,REPUBLICAN,90447,181434
2020,TEXAS,BRAZORIA,48039,REPUBLICAN,90433,154984
2004,WISCONSIN,DANE,55025,REPUBLICAN,90369,274249
2016,HAWAII,HONOLULU,15003,REPUBLICAN,90326,285790
2000,FLORIDA,POLK,12105,REPUBLICAN,90295,168607
2008,NEW YORK,NEW YORK,36061,REPUBLICAN,89906,667271
2008,IOWA,POLK,19153,REPUBLICAN,89668,214386
2008,FLORIDA,MARION,12083,REPUBLICAN,89628,162022
2008,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,89626,221414
2016,ALABAMA,MADISON,1089,REPUBLICAN,89520,163389
2000,WASHINGTON,SPOKANE,53063,REPUBLICAN,89299,172089
2016,SOUTH CAROLINA,HORRY,45051,REPUBLICAN,89288,132920
2016,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,89272,218943
2008,OREGON,WASHINGTON,41067,REPUBLICAN,89185,236632
2000,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,89128,168989
2008,MINNESOTA,RAMSEY,27123,REPUBLICAN,88942,277386
2016,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,88936,224166
2016,FLORIDA,ESCAMBIA,12033,REPUBLICAN,88808,152469
2012,FLORIDA,ESCAMBIA,12033,REPUBLICAN,88711,148502
2016,FLORIDA,ST. JOHNS,12109,REPUBLICAN,88684,136514
2004,WASHINGTON,CLARK,53011,REPUBLICAN,88646,170439
2012,OREGON,CLACKAMAS,41005,REPUBLICAN,88592,189332
2012,OHIO,STARK,39151,REPUBLICAN,88581,181477
2016,MICHIGAN,OTTAWA,26139,REPUBLICAN,88467,142734
2012,HAWAII,HONOLULU,15003,REPUBLICAN,88461,296742
2012,NEVADA,WASHOE,32031,REPUBLICAN,88453,187855
2020,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,88420,208182
2016,OREGON,CLACKAMAS,41005,REPUBLICAN,88392,214039
2020,DELAWARE,NEW CASTLE,10003,REPUBLICAN,88364,287633
2012,ILLINOIS,KANE,17089,REPUBLICAN,88335,181642
2008,TEXAS,WILLIAMSON,48491,REPUBLICAN,88323,158403
2012,MICHIGAN,OTTAWA,26139,REPUBLICAN,88166,132312
2008,HAWAII,HONOLULU,15003,REPUBLICAN,88164,306813
2004,NEW YORK,ONONDAGA,36067,REPUBLICAN,88123,214589
2008,COLORADO,DOUGLAS,8035,REPUBLICAN,88108,151819
2020,OHIO,WARREN,39165,REPUBLICAN,87988,136100
2012,NEW HAMPSHIRE,ROCKINGHAM,33015,REPUBLICAN,87921,170419
2000,MINNESOTA,RAMSEY,27123,REPUBLICAN,87669,244278
2000,PENNSYLVANIA,YORK,42133,REPUBLICAN,87652,144244
2012,FLORIDA,LAKE,12069,REPUBLICAN,87643,150811
2016,INDIANA,HAMILTON,18057,REPUBLICAN,87404,154256
2012,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,87401,215936
2020,MASSACHUSETTS,HAMPDEN,25013,REPUBLICAN,87318,220793
2020,GEORGIA,FULTON,13121,REPUBLICAN,87293,524659
2000,MINNESOTA,DAKOTA,27037,REPUBLICAN,87250,182249
2004,PENNSYLVANIA,BERKS,42011,REPUBLICAN,87122,164487
2004,OHIO,LUCAS,39095,REPUBLICAN,87106,220189
2008,ALABAMA,MADISON,1089,REPUBLICAN,86965,152899
2020,PENNSYLVANIA,LUZERNE,42079,REPUBLICAN,86929,153321
2000,TENNESSEE,KNOX,47093,REPUBLICAN,86851,150586
2020,FLORIDA,ST. LUCIE,12111,REPUBLICAN,86831,172169
2012,MINNESOTA,RAMSEY,27123,REPUBLICAN,86800,278822
2008,OHIO,STARK,39151,REPUBLICAN,86743,187545
2000,OHIO,BUTLER,39017,REPUBLICAN,86587,136737
2020,TENNESSEE,WILLIAMSON,47187,REPUBLICAN,86469,139016
2008,VIRGINIA,CHESTERFIELD,51041,REPUBLICAN,86413,162088
2008,FLORIDA,COLLIER,12021,REPUBLICAN,86379,141988
2020,NEW JERSEY,CAMDEN,34007,REPUBLICAN,86207,264616
2004,UTAH,DAVIS,49011,REPUBLICAN,86187,109268
2000,OREGON,WASHINGTON,41067,REPUBLICAN,86091,185974
2012,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,86071,204697
2008,NEW YORK,RICHMOND,36085,REPUBLICAN,86062,166480
2012,FLORIDA,MANATEE,12081,REPUBLICAN,85627,153491
2016,DELAWARE,NEW CASTLE,10003,REPUBLICAN,85525,262391
2004,CALIFORNIA,STANISLAUS,6099,REPUBLICAN,85407,145514
2004,NEW YORK,RICHMOND,36085,REPUBLICAN,85302,160126
2020,NEW YORK,NEW YORK,36061,REPUBLICAN,85185,701405
2016,VIRGINIA,CHESTERFIELD,51041,REPUBLICAN,85045,176461
2020,NEW YORK,ORANGE,36071,REPUBLICAN,84996,173305
2008,NEW YORK,ONONDAGA,36067,REPUBLICAN,84972,218194
2012,NEW YORK,NEW YORK,36061,REPUBLICAN,84810,597227
2012,LOUISIANA,ST. TAMMANY,22103,REPUBLICAN,84723,112902
2012,PENNSYLVANIA,BERKS,42011,REPUBLICAN,84702,170320
2016,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,84660,196491
2012,INDIANA,ALLEN,18003,REPUBLICAN,84613,146939
2020,VIRGINIA,FAIRFAX,51059,REPUBLICAN,84585,601243
2016,TENNESSEE,DAVIDSON,47037,REPUBLICAN,84550,249068
2020,FLORIDA,CLAY,12019,REPUBLICAN,84480,124405
2000,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,84394,166264
2020,TEXAS,EL PASO,48141,REPUBLICAN,84331,266729
2020,PENNSYLVANIA,LEHIGH,42077,REPUBLICAN,84259,184713
2008,WASHINGTON,CLARK,53011,REPUBLICAN,84212,182764
2016,MICHIGAN,GENESEE,26049,REPUBLICAN,84175,196296
2000,TENNESSEE,DAVIDSON,47037,REPUBLICAN,84117,208588
2008,ILLINOIS,KANE,17089,REPUBLICAN,83963,193299
2016,INDIANA,ALLEN,18003,REPUBLICAN,83930,147137
2004,MICHIGAN,GENESEE,26049,REPUBLICAN,83870,213775
2020,PENNSYLVANIA,NORTHAMPTON,42095,REPUBLICAN,83854,170942
2004,VIRGINIA,CHESTERFIELD,51041,REPUBLICAN,83745,133814
2000,NEW YORK,ONONDAGA,36067,REPUBLICAN,83678,203629
2000,OREGON,MULTNOMAH,41051,REPUBLICAN,83677,296685
2000,VIRGINIA,VIRGINIA BEACH,51810,REPUBLICAN,83674,149771
2016,NEW YORK,ONONDAGA,36067,REPUBLICAN,83649,208440
2012,WISCONSIN,DANE,55025,REPUBLICAN,83644,304181
2004,FLORIDA,COLLIER,12021,REPUBLICAN,83631,128683
2020,MISSOURI,GREENE,29077,REPUBLICAN,83630,141800
2008,OREGON,CLACKAMAS,41005,REPUBLICAN,83595,191878
2020,ALABAMA,BALDWIN,1003,REPUBLICAN,83544,109679
2016,COLORADO,LARIMER,8069,REPUBLICAN,83430,195980
2004,NEW JERSEY,ESSEX,34013,REPUBLICAN,83374,289348
2020,NEW JERSEY,GLOUCESTER,34015,REPUBLICAN,83340,172654
2008,MICHIGAN,OTTAWA,26139,REPUBLICAN,83330,136268
2004,CALIFORNIA,SAN MATEO,6081,REPUBLICAN,83315,284077
2004,TEXAS,WILLIAMSON,48491,REPUBLICAN,83284,128198
2016,OREGON,WASHINGTON,41067,REPUBLICAN,83197,269232
2000,FLORIDA,SARASOTA,12115,REPUBLICAN,83100,160942
2008,LOUISIANA,ST. TAMMANY,22103,REPUBLICAN,83047,109503
2020,OREGON,MULTNOMAH,41051,REPUBLICAN,82995,463659
2020,VIRGINIA,FAIRFAX,51059,REPUBLICAN,82873,601243
2008,FLORIDA,LAKE,12069,REPUBLICAN,82802,146926
2000,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,82751,211577
2016,ILLINOIS,KANE,17089,REPUBLICAN,82734,199314
2004,MASSACHUSETTS,BRISTOL,25005,REPUBLICAN,82524,232878
2004,NEW JERSEY,UNION,34039,REPUBLICAN,82517,203387
2012,COLORADO,LARIMER,8069,REPUBLICAN,82376,180180
2000,FLORIDA,VOLUSIA,12127,REPUBLICAN,82357,183654
2004,RHODE ISLAND,PROVIDENCE,44007,REPUBLICAN,82337,230947
2020,ILLINOIS,MCHENRY,17111,REPUBLICAN,82260,163879
2004,NEW HAMPSHIRE,ROCKINGHAM,33015,REPUBLICAN,82069,158766
2004,INDIANA,ALLEN,18003,REPUBLICAN,82013,129609
2008,NEW HAMPSHIRE,ROCKINGHAM,33015,REPUBLICAN,81917,167822
2000,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,81773,167239
2020,OHIO,LUCAS,39095,REPUBLICAN,81763,200623
2008,TENNESSEE,HAMILTON,47065,REPUBLICAN,81702,147520
2004,NEVADA,WASHOE,32031,REPUBLICAN,81545,159079
2020,TENNESSEE,RUTHERFORD,47149,REPUBLICAN,81480,143878
2004,NEW JERSEY,CAMDEN,34007,REPUBLICAN,81427,220933
2004,FLORIDA,MANATEE,12081,REPUBLICAN,81318,143621
2004,FLORIDA,MARION,12083,REPUBLICAN,81283,139677
2012,DELAWARE,NEW CASTLE,10003,REPUBLICAN,81230,252012
2008,RHODE ISLAND,PROVIDENCE,44007,REPUBLICAN,81010,253630
2000,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,80858,156709
2008,FLORIDA,MANATEE,12081,REPUBLICAN,80721,151994
2004,COLORADO,DOUGLAS,8035,REPUBLICAN,80651,121200
2000,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,80649,165761
2016,GEORGIA,CHEROKEE,13057,REPUBLICAN,80649,112043
2000,TEXAS,MONTGOMERY,48339,REPUBLICAN,80600,106213
2008,PENNSYLVANIA,BERKS,42011,REPUBLICAN,80513,179896
2020,OREGON,LANE,41039,REPUBLICAN,80336,222253
2000,CALIFORNIA,SAN MATEO,6081,REPUBLICAN,80296,259399
2020,ARIZONA,PINAL,4021,REPUBLICAN,80293,184974
2016,COLORADO,ADAMS,8001,REPUBLICAN,80082,193665
2016,SOUTH CAROLINA,LEXINGTON,45063,REPUBLICAN,80026,122093
2020,NEW JERSEY,UNION,34039,REPUBLICAN,80002,252991
2012,TENNESSEE,HAMILTON,47065,REPUBLICAN,79933,141181
2000,IOWA,POLK,19153,REPUBLICAN,79927,174167
2000,NEW YORK,NEW YORK,36061,REPUBLICAN,79921,563232
2020,FLORIDA,OKALOOSA,12091,REPUBLICAN,79798,116373
2012,NORTH CAROLINA,FORSYTH,37067,REPUBLICAN,79768,174069
2020,ALABAMA,SHELBY,1117,REPUBLICAN,79700,114950
2020,OHIO,LORAIN,39093,REPUBLICAN,79520,157437
2020,OREGON,MARION,41047,REPUBLICAN,79002,165534
2020,TEXAS,LUBBOCK,48303,REPUBLICAN,78861,120817
2020,WISCONSIN,DANE,55025,REPUBLICAN,78800,344791
2008,NEW JERSEY,UNION,34039,REPUBLICAN,78768,220650
2016,TENNESSEE,HAMILTON,47065,REPUBLICAN,78733,142408
2000,MICHIGAN,OTTAWA,26139,REPUBLICAN,78703,110599
2016,PENNSYLVANIA,LUZERNE,42079,REPUBLICAN,78688,134983
2016,MASSACHUSETTS,HAMPDEN,25013,REPUBLICAN,78685,203117
2000,DELAWARE,NEW CASTLE,10003,REPUBLICAN,78587,212995
2004,TENNESSEE,HAMILTON,47065,REPUBLICAN,78513,136863
2012,FLORIDA,ST. JOHNS,12109,REPUBLICAN,78513,114795
2016,CALIFORNIA,STANISLAUS,6099,REPUBLICAN,78494,172146
2008,INDIANA,HAMILTON,18057,REPUBLICAN,78401,129064
2000,ALABAMA,MOBILE,1097,REPUBLICAN,78162,139745
2000,OHIO,STARK,39151,REPUBLICAN,78153,159844
2016,MISSOURI,GREENE,29077,REPUBLICAN,78035,129231
2004,INDIANA,HAMILTON,18057,REPUBLICAN,77887,104906
2004,MISSOURI,GREENE,29077,REPUBLICAN,77885,125266
2016,MARYLAND,HARFORD,24025,REPUBLICAN,77860,133672
2008,INDIANA,ALLEN,18003,REPUBLICAN,77793,150324
2008,MISSOURI,GREENE,29077,REPUBLICAN,77683,135695
2016,OHIO,WARREN,39165,REPUBLICAN,77643,117267
2012,SOUTH CAROLINA,CHARLESTON,45019,REPUBLICAN,77629,161707
2020,CALIFORNIA,TULARE,6107,REPUBLICAN,77579,146885
2000,OREGON,CLACKAMAS,41005,REPUBLICAN,77539,162262
2008,CALIFORNIA,STANISLAUS,6099,REPUBLICAN,77497,161015
2020,FLORIDA,SANTA ROSA,12113,REPUBLICAN,77385,106928
2020,MINNESOTA,RAMSEY,27123,REPUBLICAN,77376,295977
2008,UTAH,DAVIS,49011,REPUBLICAN,77341,110902
2020,PENNSYLVANIA,CUMBERLAND,42041,REPUBLICAN,77212,141595
2004,ALABAMA,MADISON,1089,REPUBLICAN,77173,131062
2020,MISSOURI,JEFFERSON,29099,REPUBLICAN,77046,116688
2000,ILLINOIS,KANE,17089,REPUBLICAN,76996,141405
2020,MICHIGAN,LIVINGSTON,26093,REPUBLICAN,76982,127197
2020,GEORGIA,COBB,13067,REPUBLICAN,76907,393746
2012,MISSOURI,GREENE,29077,REPUBLICAN,76900,125848
2008,NEVADA,WASHOE,32031,REPUBLICAN,76880,180414
2004,CALIFORNIA,SANTA BARBARA,6083,REPUBLICAN,76806,169125
2012,SOUTH CAROLINA,LEXINGTON,45063,REPUBLICAN,76662,112623
2016,COLORADO,WELD,8123,REPUBLICAN,76651,135428
2016,NEW YORK,ORANGE,36071,REPUBLICAN,76645,152021
2012,OHIO,WARREN,39165,REPUBLICAN,76561,111004
2012,GEORGIA,CHEROKEE,13057,REPUBLICAN,76514,98220
2020,ARIZONA,YAVAPAI,4025,REPUBLICAN,76416,143221
2004,ILLINOIS,MCHENRY,17111,REPUBLICAN,76412,127948
2016,SOUTH CAROLINA,SPARTANBURG,45083,REPUBLICAN,76277,121090
2020,ILLINOIS,MADISON,17119,REPUBLICAN,76031,137139
2016,NORTH CAROLINA,FORSYTH,37067,REPUBLICAN,75975,178312
2004,COLORADO,LARIMER,8069,REPUBLICAN,75884,146435
2020,WISCONSIN,BROWN,55009,REPUBLICAN,75871,144017
2000,WISCONSIN,DANE,55025,REPUBLICAN,75790,232739
2012,RHODE ISLAND,PROVIDENCE,44007,REPUBLICAN,75785,239789
2016,OHIO,LUCAS,39095,REPUBLICAN,75698,197556
2000,FLORIDA,SEMINOLE,12117,REPUBLICAN,75677,137634
2016,INDIANA,LAKE,18089,REPUBLICAN,75625,201205
2020,CALIFORNIA,SAN MATEO,6081,REPUBLICAN,75584,374251
2020,NEW JERSEY,ESSEX,34013,REPUBLICAN,75475,345311
2016,SOUTH CAROLINA,CHARLESTON,45019,REPUBLICAN,75443,176345
2012,OREGON,MULTNOMAH,41051,REPUBLICAN,75302,364722
2004,NORTH CAROLINA,FORSYTH,37067,REPUBLICAN,75294,139125
2012,VIRGINIA,LOUDOUN,51107,REPUBLICAN,75292,160060
2004,NEW JERSEY,PASSAIC,34031,REPUBLICAN,75200,171311
2008,OREGON,MULTNOMAH,41051,REPUBLICAN,75171,364710
2004,LOUISIANA,ST. TAMMANY,22103,REPUBLICAN,75139,100592
2008,CALIFORNIA,SAN MATEO,6081,REPUBLICAN,75057,303292
2000,IDAHO,ADA,16001,REPUBLICAN,75050,123485
2004,NEW YORK,ORANGE,36071,REPUBLICAN,75010,144673
2004,OREGON,LANE,41039,REPUBLICAN,75007,185872
2016,FLORIDA,CLAY,12019,REPUBLICAN,74963,106483
2008,SOUTH CAROLINA,LEXINGTON,45063,REPUBLICAN,74960,109512
2008,DELAWARE,NEW CASTLE,10003,REPUBLICAN,74608,256417
2020,OHIO,CLERMONT,39025,REPUBLICAN,74570,110480
2012,VIRGINIA,PRINCE WILLIAM,51153,REPUBLICAN,74458,180195
2004,FLORIDA,LAKE,12069,REPUBLICAN,74389,123950
2020,PENNSYLVANIA,BUTLER,42019,REPUBLICAN,74359,113305
2008,NEW JERSEY,ESSEX,34013,REPUBLICAN,74063,315004
2008,NEW JERSEY,CAMDEN,34007,REPUBLICAN,73819,233593
2020,MINNESOTA,WASHINGTON,27163,REPUBLICAN,73764,166786
2016,TEXAS,GALVESTON,48167,REPUBLICAN,73757,122903
2008,OHIO,LUCAS,39095,REPUBLICAN,73706,219830
2016,PENNSYLVANIA,LEHIGH,42077,REPUBLICAN,73690,160993
2008,NORTH CAROLINA,FORSYTH,37067,REPUBLICAN,73674,166133
2008,COLORADO,LARIMER,8069,REPUBLICAN,73641,166373
2004,GEORGIA,DEKALB,13089,REPUBLICAN,73570,276139
2000,TEXAS,FORT BEND,48157,REPUBLICAN,73567,123509
2020,FLORIDA,OSCEOLA,12097,REPUBLICAN,73480,172436
2012,CALIFORNIA,STANISLAUS,6099,REPUBLICAN,73459,155369
2012,MASSACHUSETTS,HAMPDEN,25013,REPUBLICAN,73392,200399
2000,OHIO,LUCAS,39095,REPUBLICAN,73342,187350
2020,OHIO,LAKE,39085,REPUBLICAN,73278,130509
2004,TEXAS,EL PASO,48141,REPUBLICAN,73261,169573
2020,FLORIDA,CHARLOTTE,12015,REPUBLICAN,73243,116340
2020,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,73211,284486
2020,NEW YORK,ROCKLAND,36087,REPUBLICAN,73186,151381
2012,COLORADO,DENVER,8031,REPUBLICAN,73111,301694
2008,WISCONSIN,DANE,55025,REPUBLICAN,73065,282939
2016,ALABAMA,SHELBY,1117,REPUBLICAN,73020,101254
2000,FLORIDA,ESCAMBIA,12033,REPUBLICAN,73017,116648
2012,MARYLAND,HARFORD,24025,REPUBLICAN,72911,125954
2016,NEW JERSEY,PASSAIC,34031,REPUBLICAN,72902,194802
2016,ALABAMA,BALDWIN,1003,REPUBLICAN,72883,95215
2016,ARIZONA,PINAL,4021,REPUBLICAN,72819,129546
2016,TEXAS,BRAZORIA,48039,REPUBLICAN,72791,121181
2012,CALIFORNIA,SAN MATEO,6081,REPUBLICAN,72756,285720
2016,NEW JERSEY,CAMDEN,34007,REPUBLICAN,72631,226592
2008,NEW JERSEY,PASSAIC,34031,REPUBLICAN,72552,186196
2020,LOUISIANA,LAFAYETTE,22055,REPUBLICAN,72519,114521
2004,NEW JERSEY,SOMERSET,34035,REPUBLICAN,72508,140279
2008,MICHIGAN,GENESEE,26049,REPUBLICAN,72451,219896
2000,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,72254,177541
2012,SOUTH CAROLINA,HORRY,45051,REPUBLICAN,72127,112393
2000,MISSOURI,ST. CHARLES,29183,REPUBLICAN,72114,128686
2020,PENNSYLVANIA,WASHINGTON,42125,REPUBLICAN,72080,118478
2008,NEW YORK,ORANGE,36071,REPUBLICAN,72042,151918
2020,NEW JERSEY,SOMERSET,34035,REPUBLICAN,71996,185859
2004,INDIANA,LAKE,18089,REPUBLICAN,71903,188022
2016,FLORIDA,OKALOOSA,12091,REPUBLICAN,71893,100855
2004,VIRGINIA,HENRICO,51087,REPUBLICAN,71809,133418
2012,MICHIGAN,GENESEE,26049,REPUBLICAN,71808,202933
2008,MARYLAND,HARFORD,24025,REPUBLICAN,71751,123295
2016,PENNSYLVANIA,NORTHAMPTON,42095,REPUBLICAN,71736,143519
2016,VIRGINIA,PRINCE WILLIAM,51153,REPUBLICAN,71721,196538
2008,OHIO,WARREN,39165,REPUBLICAN,71691,106216
2020,COLORADO,DENVER,8031,REPUBLICAN,71618,393829
2016,ILLINOIS,MCHENRY,17111,REPUBLICAN,71612,141750
2012,ILLINOIS,MCHENRY,17111,REPUBLICAN,71598,133844
2004,MARYLAND,HARFORD,24025,REPUBLICAN,71565,112728
2000,CALIFORNIA,SANTA BARBARA,6083,REPUBLICAN,71493,154974
2012,ALABAMA,SHELBY,1117,REPUBLICAN,71436,92507
2008,MASSACHUSETTS,HAMPDEN,25013,REPUBLICAN,71350,197841
2016,ARIZONA,YAVAPAI,4025,REPUBLICAN,71330,114450
2016,WISCONSIN,DANE,55025,REPUBLICAN,71279,310017
2000,PENNSYLVANIA,BERKS,42011,REPUBLICAN,71273,135163
2020,DELAWARE,SUSSEX,10005,REPUBLICAN,71230,129352
2012,COLORADO,ADAMS,8001,REPUBLICAN,70972,176230
2004,MASSACHUSETTS,HAMPDEN,25013,REPUBLICAN,70925,186639
2016,MINNESOTA,RAMSEY,27123,REPUBLICAN,70894,273143
2012,TEXAS,BRAZORIA,48039,REPUBLICAN,70862,106739
2016,ILLINOIS,MADISON,17119,REPUBLICAN,70490,130179
2012,VIRGINIA,HENRICO,51087,REPUBLICAN,70449,162241
2000,INDIANA,ALLEN,18003,REPUBLICAN,70426,114320
2020,FLORIDA,HERNANDO,12053,REPUBLICAN,70412,108922
2004,SOUTH CAROLINA,CHARLESTON,45019,REPUBLICAN,70297,136316
2016,FLORIDA,ST. LUCIE,12111,REPUBLICAN,70289,140847
2008,GEORGIA,CHEROKEE,13057,REPUBLICAN,70279,93772
2008,ARKANSAS,PULASKI,5119,REPUBLICAN,70212,161343
2012,FLORIDA,OKALOOSA,12091,REPUBLICAN,70168,94798
2004,PENNSYLVANIA,LEHIGH,42077,REPUBLICAN,70160,145091
2004,TEXAS,LUBBOCK,48303,REPUBLICAN,70135,93151
2020,NEBRASKA,LANCASTER,31109,REPUBLICAN,70092,156091
2008,NEW JERSEY,SOMERSET,34035,REPUBLICAN,70085,149763
2012,FLORIDA,CLAY,12019,REPUBLICAN,70022,96589
2016,VIRGINIA,LOUDOUN,51107,REPUBLICAN,69949,183097
2012,OHIO,LUCAS,39095,REPUBLICAN,69940,210218
2000,VIRGINIA,CHESTERFIELD,51041,REPUBLICAN,69924,110951
2004,COLORADO,DENVER,8031,REPUBLICAN,69903,238672
2004,OREGON,MARION,41047,REPUBLICAN,69900,129619
2016,GEORGIA,FORSYTH,13117,REPUBLICAN,69851,98221
2012,TENNESSEE,WILLIAMSON,47187,REPUBLICAN,69850,96225
2000,CALIFORNIA,PLACER,6061,REPUBLICAN,69835,117799
2008,SOUTH CAROLINA,CHARLESTON,45019,REPUBLICAN,69822,154434
2004,VIRGINIA,PRINCE WILLIAM,51153,REPUBLICAN,69776,132063
2004,NEBRASKA,LANCASTER,31109,REPUBLICAN,69764,124509
2004,FLORIDA,OKALOOSA,12091,REPUBLICAN,69693,89756
2020,IOWA,POLK,19153,REPUBLICAN,69655,258755
2012,NEW JERSEY,CAMDEN,34007,REPUBLICAN,69476,225428
2012,NEW YORK,ONONDAGA,36067,REPUBLICAN,69357,204717
2020,CALIFORNIA,SOLANO,6095,REPUBLICAN,69306,205877
2000,MINNESOTA,ANOKA,27003,REPUBLICAN,69256,145619
2008,FLORIDA,ST. JOHNS,12109,REPUBLICAN,69222,105844
2012,MINNESOTA,WASHINGTON,27163,REPUBLICAN,69137,142133
2020,TEXAS,SMITH,48423,REPUBLICAN,69080,100089
2016,PENNSYLVANIA,CUMBERLAND,42041,REPUBLICAN,69076,121617
2008,ALABAMA,SHELBY,1117,REPUBLICAN,69060,90643
2012,TEXAS,GALVESTON,48167,REPUBLICAN,69059,110078
2016,MISSOURI,JEFFERSON,29099,REPUBLICAN,69036,106238
2012,ARKANSAS,PULASKI,5119,REPUBLICAN,68984,159381
2008,FLORIDA,OKALOOSA,12091,REPUBLICAN,68789,95529
2000,FLORIDA,PASCO,12101,REPUBLICAN,68582,142731
2000,NEW JERSEY,UNION,34039,REPUBLICAN,68554,186373
2012,INDIANA,LAKE,18089,REPUBLICAN,68431,201758
2012,NEW JERSEY,UNION,34039,REPUBLICAN,68314,209831
2016,TENNESSEE,WILLIAMSON,47187,REPUBLICAN,68212,106271
2004,CALIFORNIA,SONOMA,6097,REPUBLICAN,68204,220077
2016,LOUISIANA,LAFAYETTE,22055,REPUBLICAN,68195,105603
2016,NEW JERSEY,UNION,34039,REPUBLICAN,68114,221975
